id	label
N1647	wrestle++agent
N1648	acquire
N1649	bucket
N1650	gloves_2
N1651	sarcasm
N1652	grab–chance
N1653	shame
N1654	(2h)shame
N1655	shy
N1656	(2h)horse+ride–on
N1657	(2h)horse++ride–on++
N1658	board
N1659	board (of an organization)
N1660	poss–2p
N1661	poss–2p+
N1662	poss
N1663	light+light–on
N1664	light++light–on
N1665	know+(1h)neg
N1666	know+neg
N1667	curly
N1668	ninety–seven
N1669	disconnect
N1670	discount, let go, release
N1671	black+berry
N1672	bra_2+underpants
N1673	home+work
N1674	wet
N1675	wet+
N1676	snow
N1677	soaked
N1678	(p)participate
N1679	afternoon
N1680	afternoon_2
N1681	afternoon+
N1682	cool
N1683	care+agent
N1684	care++agent
N1685	wolf
N1686	defend
N1687	defend+
N1688	apply
N1689	trap
N1690	any+where
N1691	approve/ratify
N1692	sharp
N1693	eyes
N1694	art/design
N1695	(d)art/design
N1696	art/design_2
N1697	faculty
N1698	electric+agent
N1699	respect
N1700	(1h)respect
N1701	boss
N1702	fireman
N1703	always+forever_3
N1704	filthy
N1705	foot
N1706	fountain
N1707	drown
N1708	(v)drown
N1709	curse
N1710	(horns)curse
N1711	fork–in–road
N1712	impress–memory
N1713	little
N1714	famous
N1715	bet
N1716	red+fs–berry
N1717	social–work
N1718	eighth
N1719	on
N1720	mother+father
N1721	collect
N1722	#vp_2
N1723	president
N1724	(5)face+nice/clean
N1725	corn
N1726	elephant
N1727	negative
N1728	live_1
N1729	cabbage
N1730	(a)cabbage
N1731	cabbage+
N1732	grow+collectwg
N1733	grow+++collectwg
N1734	grow++collectwg
N1735	weekly
N1736	weekly+
N1737	think+marry
N1738	all–night
N1739	day
N1740	(d)day
N1741	audiology
N1742	pre+school
N1743	fold
N1744	(flat–o)fold
N1745	fold+
N1746	fold_3
N1747	to fold
N1748	swim+suit
N1749	decrease
N1750	fs–tub
N1751	lid
N1752	lid+
N1753	do–do+happen
N1754	emotion
N1755	become+quiet
N1756	confident
N1757	stupid
N1758	bell
N1759	pregnant_2
N1760	(1h)finish
N1761	time+what
N1762	time++what
N1763	appoint
N1764	beautiful
N1765	watch
N1766	(sml–c/3)watch
N1767	to watch
N1768	backstab
N1769	rough
N1770	inflate
N1771	count
N1772	count+
N1773	count_2
N1774	skin
N1775	(g)skin
N1776	congratulations
N1777	rifle
N1778	assist
N1779	assist+
N1780	orbit
N1781	(1h)orbit
N1782	turn+mother
N1783	turn+mother+
N1784	pin
N1785	exceed
N1786	fruit
N1787	belt
N1788	reduce
N1789	whisper
N1790	flat_4
N1791	grandfather
N1792	flat–tire
N1793	flat–tire_2
N1794	cousin
N1795	shorts
N1796	patient
N1797	boy+friend
N1798	boy++friend
N1799	bowel–movement
N1800	wife
N1801	stamp–seal
N1802	(l)rifle
N1803	boy
N1804	boy+
N1805	seventh
N1806	boy+marry
N1807	get–on
N1808	teach+agent
N1809	teach++agent
N1810	fs–lake
N1811	pop–cork
N1812	champagne
N1813	equipment
N1814	(nd–e)equipment
N1815	father
N1816	fatherwg
N1817	father+
N1818	(r)best–friend
N1819	mooch
N1820	drip
N1821	(1h)drip
N1822	retire
N1823	(r)retire
N1824	vacation
N1825	obscure
N1826	facial–expression
N1827	facial–expression+
N1828	communist
N1829	glory
N1830	(25)glory
N1831	iron–metal
N1832	(i)iron–metal
N1833	one
N1834	stomach
N1835	abdomen+
N1836	torso bottom
N1837	skill
N1838	sixty–eight
N1839	five–weeks
N1840	flirt
N1841	flirt+
N1842	eighteen
N1843	thumb
N1844	left–arm
N1845	perfume
N1846	perfume_2
N1847	perfume+
N1848	pumps
N1849	think+(s)bomb
N1850	upset
N1851	wake–up
N1852	senate
N1853	shirt
N1854	abandon
N1855	second–of–time
N1856	lie–down
N1857	twins
N1858	(t)twins
N1859	(u)twins
N1860	seven–weeks
N1861	bowling–strike_2
N1862	yom–kippur
N1863	sleep+dress/clothes
N1864	move–away
N1865	policy
N1866	set_up
N1867	protest
N1868	four_2+hour
N1869	candle
N1870	volunteer/shirt
N1871	(2h)shirt
N1872	blindfold
N1873	birthday
N1874	age
N1875	shave
N1876	(y)shave
N1877	(y)shave+
N1878	cl–shave, electric shaver, shave frequently, shaving machine
N1879	earring
N1880	wave–goodbye
N1881	revenge
N1882	stay
N1883	(1h)stay
N1884	same_2
N1885	backpack
N1886	(crvd–b)backpack
N1887	fs–jelly+fish
N1888	with
N1889	get–ticket
N1890	basket
N1891	fox
N1892	angel
N1893	angel+
N1894	princess
N1895	tell
N1896	#1p–tell–2p
N1897	tell–1p
N1898	#1p–tell:j
N1899	shovel/dig
N1900	shovel/dig+
N1901	fish
N1902	(1h)fish
N1903	fish_2
N1904	bed+box/room
N1905	bedroom
N1906	circle
N1907	minute
N1908	safe+agent
N1909	chase
N1910	light–match
N1911	(nd–b–l)light–match
N1912	opposite+agent
N1913	confuse
N1914	sweetheart
N1915	christ
N1916	friend
N1917	curved_1
N1918	bath
N1919	(2h)alt.bath
N1920	soap
N1921	fasting
N1922	girl+marry
N1923	cubed
N1924	satisfied
N1925	think+opposite
N1926	#ok
N1927	meet
N1928	#1p–meet:i
N1929	#1p–meet–3p–pl–arc
N1930	videophone
N1931	gate
N1932	gate+
N1933	door
N1934	fs–feet
N1935	(1)travel
N1936	resist
N1937	light+light–out
N1938	light++light–out
N1939	cent
N1940	sausage/hot–dog
N1941	smile
N1942	smile_3
N1943	river
N1944	–&tracing
N1945	nonicon&0
N1946	–&0
N1947	eyebrow
N1948	of–course
N1949	natural
N1950	normal
N1951	whiskers
N1952	go
N1953	(1h)(5)go
N1954	depend
N1955	depend+
N1956	care
N1957	care_2
N1958	care+
N1959	call–on–relay/vrs
N1960	north+west
N1961	turn–page_2
N1962	fascinate
N1963	hear+hard–of–hearing
N1964	why
N1965	(25)why
N1966	(25)why+
N1967	whale
N1968	(1h)whale
N1969	(1h)whale+
N1970	with+neg_2
N1971	push
N1972	surgery
N1973	plan
N1974	very–fast
N1975	nervous
N1976	hospital_2
N1977	(b)hospital_2
N1978	sun
N1979	sun_3
N1980	fail
N1981	certificate
N1982	include/involve
N1983	close–door
N1984	wedding
N1985	crush_2
N1986	fraction
N1987	(1h)fraction
N1988	son
N1989	elbow front
N1990	think+confuse
N1991	(y)bathing–suit
N1992	danger
N1993	danger+
N1994	warn
N1995	theory
N1996	theory_2
N1997	theory+
N1998	theory_3
N1999	waste
N2000	shh+confidential
N2001	beat_3
N2002	(2h)beat_3
N2003	not–mind
N2004	sheet–cake
N2005	always+forever
N2006	black+berry_2
N2007	often
N2008	often++
N2009	often+
N2010	encyclopedia
N2011	encyclopedia+
N2012	fall
N2013	(1h)fall
N2014	give
N2015	(2h)give
N2016	#1p–give:j
N2017	above
N2018	coins/change
N2019	know–that
N2020	recline/rocking–chair
N2021	happen
N2022	line–up
N2023	bite–nails
N2024	(1h)bite–nails
N2025	ride
N2026	two
N2027	astray
N2028	punish
N2029	request
N2030	pray, request
N2031	celebrate+(2h)ix–honorific:upward
N2032	calendar
N2033	dive
N2034	adult–tall
N2035	adult
N2036	(2h)alt.adult
N2037	(y)bull
N2038	meditate
N2039	dry+(nd–c)spin
N2040	six+hour
N2041	full
N2042	change
N2043	to change
N2044	adultery
N2045	narrow–street
N2046	born
N2047	(s)born
N2048	committee
N2049	vote
N2050	five–cents
N2051	five–cents+
N2052	staff
N2053	dormitory
N2054	write
N2055	write+
N2056	translate
N2057	secretary
N2058	(u)secretary
N2059	south
N2060	south++
N2061	thing
N2062	(2h)thing
N2063	technology
N2064	technology_2
N2065	corner
N2066	(1)corner
N2067	electric
N2068	(e)electric
N2069	hanger
N2070	erase
N2071	soup
N2072	wash
N2073	clean, erase, scrub
N2074	sunshine
N2075	sunshine++
N2076	tough
N2077	spend
N2078	spend–all
N2079	shine
N2080	chest
N2081	celebrate
N2082	(x–over–thumb)celebrate
N2083	simmer
N2084	(s)old+average
N2085	(s)old++average
N2086	mention
N2087	confront
N2088	(a)confront
N2089	ignition–off
N2090	profession
N2091	(p)profession
N2092	emphasize
N2093	cheat
N2094	cheat++
N2095	lacrosse
N2096	like+neg
N2097	ball
N2098	ball+
N2099	dont
N2100	ignition–on
N2101	league
N2102	necklace
N2103	(f)necklace
N2104	three–weeks
N2105	short–sleeve
N2106	feel+deflate
N2107	feel++deflate
N2108	before
N2109	before_2
N2110	drool
N2111	three–hours
N2112	referee
N2113	#1p–relationship
N2114	lightning
N2115	tracing+contour
N2116	do–do
N2117	(1h)do–do
N2118	(1h)do–do+
N2119	do–do+
N2120	free
N2121	flag
N2122	habit
N2123	habit_2
N2124	bad
N2125	four–hours
N2126	whip
N2127	visit+agent
N2128	boss+lowercase/tiny
N2129	pregnant
N2130	increase
N2131	breasts
N2132	deteriorate
N2133	separate
N2134	democrat
N2135	individual
N2136	flute
N2137	cough
N2138	arm+short–sleeve
N2139	(a)place
N2140	two+hour
N2141	age–one
N2142	down–to–earth
N2143	third
N2144	run–out
N2145	permit
N2146	face+same
N2147	grammar+sentence
N2148	lesbian
N2149	lesbian_2
N2150	lesbian+
N2151	measles
N2152	rip
N2153	light–flash
N2154	(c)vomit
N2155	call–by–phone
N2156	negotiate
N2157	little–bit
N2158	north
N2159	flat_n
N2160	dial–rotary
N2161	kindergarten
N2162	(2h)kindergarten
N2163	class+(r)room
N2164	ninety–nine
N2165	fs–rehab
N2166	shh+quiet
N2167	bear
N2168	lesbian+gay
N2169	conflict/intersection
N2170	old+less–than
N2171	old++less–than
N2172	moose
N2173	service+agent
N2174	trace–heart
N2175	(1)trace–heart
N2176	#will
N2177	hide
N2178	always
N2179	dollar
N2180	dollar+
N2181	dollar_2
N2182	caesarean–section
N2183	man_2
N2184	special/except
N2185	ix–2p
N2186	ix
N2187	vomit/hate
N2188	(1h)vomit/hate
N2189	parentheses
N2190	period
N2191	end of discussion, pinterest, thats it
N2192	(5)weather
N2193	(1h)good/thank–you+morning
N2194	bore
N2195	long–ago
N2196	(2h)alt.long–ago+
N2197	long–ago_2
N2198	signature
N2199	vote+
N2200	leg
N2201	violin
N2202	press–buttons
N2203	principal
N2204	work+agent
N2205	#off
N2206	(2h)#off
N2207	every–tuesday
N2208	white+chalk
N2209	lowercase/tiny
N2210	tickle
N2211	#what
N2212	review
N2213	(l)review
N2214	chalk
N2215	berry
N2216	cherry, cherry tomato, strawberry
N2217	cent+ten
N2218	something/one
N2219	cry
N2220	(2h)alt.cry
N2221	(2h)alt.cry+
N2222	expand
N2223	resign
N2224	back out, get off
N2225	mystery
N2226	alligator
N2227	alligator+
N2228	kneel
N2229	humble
N2230	do–do+what
N2231	fs–fart
N2232	water+ocean
N2233	king
N2234	castle
N2235	crown
N2236	curved_b
N2237	(25)why+(1h)part:indef
N2238	read+
N2239	edge/cliff
N2240	edge_2
N2241	deaf
N2242	vary
N2243	very
N2244	much
N2245	cop
N2246	cop_2
N2247	cop+
N2248	(1h)hammer+agent
N2249	psychology+agent
N2250	psychology++agent
N2251	(5)red+blood
N2252	kick
N2253	(k)kick
N2254	think+focus/narrow
N2255	falsehood
N2256	buy+agent
N2257	buy+++agent
N2258	buy++agent
N2259	strict
N2260	universe
N2261	bacon
N2262	weekend
N2263	law+agent
N2264	how–many
N2265	(1h)how–many
N2266	identify
N2267	(2h)feel+none/nothing
N2268	long
N2269	cat+up
N2270	bridge
N2271	(crvd–v)bridge
N2272	forearm front
N2273	bath+coat
N2274	yawn_2
N2275	snarl
N2276	water+river
N2277	west
N2278	one–week
N2279	ship
N2280	magic
N2281	trim
N2282	sunrise
N2283	(f)sunrise
N2284	ocean
N2285	walk
N2286	(3)walk
N2287	(3)walk+
N2288	water+flow_2
N2289	admit
N2290	(1h)admit
N2291	admit (confess)
N2292	fs–jelly
N2293	none/nothing
N2294	(1h)none/nothing
N2295	(f)none/nothing
N2296	bee
N2297	#club
N2298	busy/business
N2299	business
N2300	virgin–mary
N2301	line
N2302	(1h)line
N2303	know+that
N2304	know++that
N2305	report
N2306	checking–account
N2307	checking–account+
N2308	(v)crawl
N2309	safe
N2310	naked
N2311	cook/kitchen+box/room
N2312	remember
N2313	wash+dish–pl
N2314	turn+boy+correct
N2315	dry+area_2
N2316	look–by–eye
N2317	all–night–after–midnight
N2318	express
N2319	confidential
N2320	adapt
N2321	(p)pay+finish
N2322	(p)pay++finish
N2323	(p)paranoid
N2324	result
N2325	muslim
N2326	thermometer
N2327	take–picture
N2328	grow–up
N2329	(a)blanket
N2330	sheet
N2331	dimple
N2332	(1h)dimple
N2333	think+messed–up
N2334	think++messed–up
N2335	queen
N2336	divorce
N2337	beard
N2338	make
N2339	goosebumps
N2340	chills, fur, spooked
N2341	show+agent
N2342	frustrate
N2343	frustrate+
N2344	shape/statue
N2345	billiards
N2346	billiards_2
N2347	farm
N2348	farm+
N2349	#mw
N2350	circumcise
N2351	halloween
N2352	feedback
N2353	giggle
N2354	haircut
N2355	(1h)haircut
N2356	(2h)alt.haircut++
N2357	(2h)alt.haircut
N2358	guilty
N2359	guilty+
N2360	fired
N2361	(nd–b)fired
N2362	ix–1p
N2363	fifteen
N2364	baptist
N2365	stamp
N2366	fun, have fun, postage
N2367	mentally–retarded
N2368	fingers
N2369	to/until
N2370	in–four–years
N2371	eagle
N2372	old+five_2
N2373	beaver
N2374	(rd)beaver
N2375	kitchen
N2376	thirsty
N2377	(5)thirsty
N2378	grip
N2379	copy
N2380	copy+
N2381	but
N2382	bring/carry
N2383	bring
N2384	carry
N2385	(2h)bad
N2386	grow
N2387	fatherwg+law
N2388	sweat
N2389	rabbi
N2390	(crvd–l)rabbi+
N2391	(5)face+same
N2392	music+agent
N2393	music++agent
N2394	take
N2395	astonished
N2396	one–night–stand
N2397	half–limb
N2398	technology_2+agent
N2399	technology_2+++agent
N2400	underpants+bra
N2401	proportion
N2402	price
N2403	around
N2404	system
N2405	government
N2406	laid–up
N2407	fork–in–road_3
N2408	hear+rumble
N2409	take–advantage
N2410	highway
N2411	highway_2
N2412	highway+
N2413	noise+rumble
N2414	opposite
N2415	#job
N2416	(1)cheat
N2417	(elbow)cheat
N2418	(1)cheat+
N2419	hour
N2420	next–week
N2421	next–week_2
N2422	happy
N2423	(1h)happy
N2424	(1h)happy+
N2425	two–months
N2426	time–period
N2427	coach
N2428	beat
N2429	religion
N2430	defeat, defeated, overcome
N2431	proceed
N2432	(1h)proceed
N2433	i–love–you
N2434	(2h)i–love–you
N2435	dark
N2436	mind+off–course
N2437	light+house
N2438	light++house
N2439	cross
N2440	bicycle
N2441	among
N2442	high
N2443	building
N2444	interpret+(1h)agent
N2445	thrill/whats–up
N2446	fs–ice+ice–skate
N2447	together/go–steady
N2448	all–together
N2449	hundred
N2450	red+black+checkers
N2451	lord
N2452	shoe
N2453	shoe+
N2454	red+blood
N2455	hold
N2456	sting–face
N2457	hello
N2458	(2h)any+(2h)thing
N2459	clear
N2460	bright, light, obvious
N2461	(g)government
N2462	capitol, state
N2463	cruel
N2464	goal
N2465	goal (target)
N2466	opportunity
N2467	chance
N2468	support
N2469	(r)support+
N2470	support+
N2471	delete
N2472	(2h)alt.delete
N2473	(2h)alt.delete+
N2474	(2h)delete
N2475	self:i
N2476	self+++:i/j/k/l
N2477	self
N2478	act+agent
N2479	for
N2480	type
N2481	major
N2482	attempt
N2483	interpret+agent
N2484	interpret+++agent
N2485	interpret++agent
N2486	catholic
N2487	crawl
N2488	crawl+
N2489	everyday
N2490	concept
N2491	brag
N2492	good+morning
N2493	spray
N2494	(2h)spray
N2495	eighth–place
N2496	kill
N2497	(k)kill
N2498	that
N2499	world
N2500	international
N2501	tend
N2502	(1h)tend
N2503	rib
N2504	count_2+agent
N2505	(l)live+box/room
N2506	misunderstand
N2507	(1h)misunderstand
N2508	come–on
N2509	audience
N2510	later_2
N2511	fence
N2512	six–hours
N2513	grab–chance+part:indef
N2514	create/pretend
N2515	(2h)alt.create/pretend
N2516	look
N2517	(2h)look–down
N2518	(2h)look–around–shop
N2519	banana
N2520	handling+handling
N2521	monkey
N2522	break–down–building
N2523	(1)humble
N2524	wine+pop–cork
N2525	each+where
N2526	boy+also
N2527	deal–cards
N2528	physical
N2529	print+agent
N2530	continue
N2531	continue+
N2532	constant, constantly, go on, ongoing, keep going, lasting, persist
N2533	old+three_2
N2534	(1h)cow
N2535	throw–basketball
N2536	freckles
N2537	(1h)freckles
N2538	remove
N2539	pancake
N2540	man
N2541	(5)man
N2542	lighthouse
N2543	nine+nine–hours
N2544	and
N2545	two–more
N2546	now+day
N2547	touch–heart+grief+(1h)(5)touch–heart
N2548	fs–tattoo
N2549	(y)drink
N2550	cocktail
N2551	(l–x)interesting
N2552	recent–past
N2553	get–in
N2554	afraid
N2555	scare
N2556	vampire
N2557	toilet
N2558	organization
N2559	allow
N2560	(1h)angry
N2561	lazy
N2562	lazy+
N2563	summarize
N2564	king+ground+area
N2565	fs–gravity
N2566	sleep
N2567	sixty–seven
N2568	old+one_2
N2569	certify
N2570	two_2+hour
N2571	grouchy
N2572	avoid/fall–behind
N2573	wheel+cart
N2574	honor
N2575	(1h)honor
N2576	blossom
N2577	ix–honorific
N2578	ix–honorific:i
N2579	new+testament
N2580	letter/mail
N2581	letter/mail_2
N2582	snowmobile
N2583	half–half
N2584	(2h)half–half
N2585	(2h)half–half+
N2586	one–fourth
N2587	list+do–do
N2588	(s)broom
N2589	turn
N2590	take turns
N2591	three–more
N2592	grandmother
N2593	flat/level
N2594	computer_4
N2595	computer+
N2596	computer_2
N2597	crush
N2598	eat+night
N2599	eat+++night
N2600	eat++night
N2601	blush–brush
N2602	(a)blush–brush
N2603	fifty–five
N2604	arrive
N2605	butter
N2606	butter++
N2607	butter+
N2608	fast_3
N2609	between/share+agent
N2610	male–cousin
N2611	ear_2/birthday_2
N2612	fill–out
N2613	honey/dear
N2614	(horns)honey
N2615	incompetent
N2616	bike–pump
N2617	(b)blinds
N2618	sure, true
N2619	bra
N2620	bra+
N2621	underwear
N2622	bathing suit, bikini, swimming top
N2623	peach
N2624	square+door
N2625	federal
N2626	live
N2627	(l)live
N2628	ninth
N2629	(s)mosquito
N2630	(s)mosquito+
N2631	peas
N2632	strange
N2633	hard–of–hearing
N2634	situation
N2635	throw–ball
N2636	throw–ball_2
N2637	mask
N2638	society
N2639	court+house
N2640	bra+underpants
N2641	bake/oven
N2642	flip–over
N2643	flip–over_2
N2644	crab
N2645	lead
N2646	(8)lead
N2647	to lead
N2648	every–monday
N2649	paddle/canoe
N2650	cat+up_2
N2651	bald_2+all–gone
N2652	freshman_4
N2653	open–7
N2654	supervise
N2655	care, careful, caretaker, counselor, supervisor, take care of
N2656	prevent
N2657	thanksgiving
N2658	complain/object
N2659	prison+agent
N2660	prison++agent
N2661	video–camera
N2662	postpone
N2663	shoot
N2664	belong
N2665	(c)belong
N2666	(f)belong
N2667	close–window
N2668	throw–baseball
N2669	go–away
N2670	(2h)go–away
N2671	(2h)go–away++
N2672	touch–heart+(5)touch–heart
N2673	forever
N2674	eternity
N2675	boy_2+correct_2+law
N2676	(s)old+five_2
N2677	preach+agent
N2678	preach++agent
N2679	mental–scar
N2680	appointment
N2681	(a)appointment
N2682	(nd–s)appointment
N2683	waiter
N2684	reservation, reserve
N2685	fifth
N2686	(5)foot
N2687	(4)feet
N2688	(5)feet
N2689	face+strong
N2690	camera+agent
N2691	camera++agent
N2692	match
N2693	stab
N2694	stab+
N2695	form
N2696	bury
N2697	girl+baby_2
N2698	test
N2699	test_2
N2700	test+
N2701	linguistics
N2702	black+fs–berry
N2703	short
N2704	cashier
N2705	cashier++
N2706	(x)fool/doll+day
N2707	(x)fool/doll++day
N2708	pizza_4
N2709	pizza_3
N2710	salute
N2711	ride–on
N2712	nab
N2713	(v)nab
N2714	self–1p
N2715	(a)self–1p
N2716	(a)self–1p+
N2717	cafeteria
N2718	who
N2719	airplane
N2720	airplane+
N2721	ily
N2722	below
N2723	etcetera
N2724	sailboat
N2725	e–mail_2
N2726	open–window
N2727	prize–drawing
N2728	absent
N2729	face+nice/clean
N2730	not
N2731	structure
N2732	disappoint
N2733	before_2+school
N2734	pop–up
N2735	internet
N2736	behavior
N2737	hear+shut
N2738	all
N2739	bad+dream
N2740	senior–citizen
N2741	gold/ns–california
N2742	(g)gold
N2743	(25)ns–california++
N2744	mistake
N2745	furniture
N2746	(2h)furniture
N2747	(2h)furniture_2
N2748	seventy–six
N2749	use+agent
N2750	use++agent
N2751	time+(1h)what
N2752	time++(1h)what
N2753	spill
N2754	show
N2755	(m)show
N2756	show–2p
N2757	tomorrow
N2758	put
N2759	(1h)put
N2760	stage
N2761	most
N2762	(1h)most
N2763	father+in+law
N2764	sensitive
N2765	article
N2766	drop
N2767	(1h)drop
N2768	uncle
N2769	each+one_2
N2770	each+one_2–pl–arc
N2771	latch
N2772	#od
N2773	deflate
N2774	(1h)deflate
N2775	live_2
N2776	discount
N2777	bargain, deflate, deflate ego, degrade, downhill, flat tire, funds depleted, intimidated, low self esteem, reduce
N2778	woman
N2779	(5)woman
N2780	dress
N2781	fire/burn+place
N2782	total
N2783	more–than
N2784	skirt
N2785	skirt+
N2786	episcopal
N2787	lose
N2788	dismiss
N2789	fs–feather
N2790	shut
N2791	bowling–strike
N2792	because
N2793	(b–l)because
N2794	helmet
N2795	call–on–relay/vrs+contact
N2796	deflate_2
N2797	slim
N2798	bath+bathrobe
N2799	daughter
N2800	frame
N2801	(f)frame
N2802	farm_2+agent
N2803	ten
N2804	coconut
N2805	curious
N2806	next–year
N2807	music+group/together
N2808	music++group/together
N2809	institute
N2810	(nd–s)institute
N2811	institute+
N2812	institute (establishment)
N2813	refer
N2814	(r)refer
N2815	bathrobe
N2816	require
N2817	(1)minor
N2818	project
N2819	neg
N2820	(1h)neg
N2821	(2h)alt.vacation
N2822	(bent–b–l)waist
N2823	(bent–b–l)waist+
N2824	record
N2825	attitude
N2826	voice
N2827	checkers
N2828	skunk
N2829	(8)skunk
N2830	head top
N2831	eyelashes
N2832	gradual–improve
N2833	motivate+agent
N2834	motivate++agent
N2835	one–month
N2836	sunset
N2837	(f)sunset
N2838	mind+blow–up
N2839	frog
N2840	frog+
N2841	stand–up+ascend
N2842	pitcher
N2843	boy+baby
N2844	pay
N2845	(p)pay
N2846	white+snow
N2847	teenager
N2848	top
N2849	twenty–five
N2850	in
N2851	in+
N2852	light+dim
N2853	(2h)stubborn
N2854	plastic
N2855	(rd)plastic+
N2856	expose
N2857	bracelet
N2858	brace, watch, wristwatch
N2859	open_f
N2860	wrist back
N2861	cycle
N2862	heart+attack
N2863	not–care
N2864	dry+(1h)area
N2865	dance
N2866	dance+
N2867	pay+finish
N2868	pay++finish
N2869	cold+door
N2870	haircut+agent
N2871	insect
N2872	sit
N2873	sit++
N2874	curved_h
N2875	silver
N2876	sound
N2877	decide
N2878	ignore
N2879	neglect
N2880	ram
N2881	(r)ram
N2882	short–height
N2883	turn+fatherwg
N2884	turn+father
N2885	cancel/criticize
N2886	punch
N2887	cheap
N2888	vibrate
N2889	earthquake
N2890	feel noise, hands on, keep control, put out feelers, rumbling, shaking, surfing, take care of, tremble, vibrate
N2891	(s)bomb
N2892	restless
N2893	(nd–u)restless++
N2894	fly–by–wings
N2895	treat
N2896	(1h)treat_2
N2897	face+dclface
N2898	powerful
N2899	dirty
N2900	freeze
N2901	have
N2902	(v)have
N2903	pope
N2904	quote/topic
N2905	support+agent
N2906	support++agent
N2907	important+neg
N2908	shh+quiet_2
N2909	develop
N2910	(d)develop
N2911	superior
N2912	(1h)superior
N2913	roller–blade
N2914	transfer
N2915	(2h)transfer
N2916	shoe+half–limb
N2917	shoe++half–limb+
N2918	bath+dress/clothes
N2919	dinner
N2920	dinner+
N2921	age–three
N2922	phone+(2h)hang–up–phone
N2923	cherish
N2924	customer
N2925	wrap
N2926	ceiling
N2927	cover, overhead, roof, tunnel
N2928	peek–around
N2929	blue+berry_2
N2930	method
N2931	best–friend
N2932	fs–candy
N2933	gun
N2934	laptop
N2935	laptop+
N2936	red+black+(2h)checkers
N2937	(1h)happy+(1h)most
N2938	seventy–nine
N2939	hot
N2940	smooth–surface
N2941	fat
N2942	fat_2
N2943	seven–hours
N2944	one_2+million/billion
N2945	ambulance
N2946	(crvd–sprd–b)ambulance
N2947	good+night
N2948	king+area
N2949	fist
N2950	eight
N2951	better
N2952	best
N2953	spank
N2954	cook/kitchen+agent
N2955	cook/kitchen++agent
N2956	advise/influence+agent
N2957	advise/influence++agent
N2958	forty–four
N2959	thumbs–up/good
N2960	(2h)thumbs–up/good
N2961	depress
N2962	(d)depress
N2963	(5)depress
N2964	depressed
N2965	desperate, devastated, disappoint, disappointment, sad
N2966	to be depressed
N2967	hurt
N2968	hurt+
N2969	stop
N2970	suffer
N2971	open–door
N2972	swear
N2973	e–mail
N2974	(1)e–mail
N2975	block
N2976	down
N2977	wealthy
N2978	break
N2979	donut
N2980	(r)donut
N2981	region
N2982	donut, regional
N2983	feed
N2984	(1h)feed
N2985	feed+
N2986	a–level–above
N2987	binoculars
N2988	hotel
N2989	#0+1
N2990	problem
N2991	problem_2
N2992	problem+
N2993	diploma
N2994	(o)diploma
N2995	veto/reject
N2996	spread
N2997	miscommunicate
N2998	chapter
N2999	road
N3000	disagree
N3001	motherwg
N3002	mother+
N3003	still
N3004	put–on–gloves
N3005	(1h)good/thank–you+enough
N3006	apostrophe
N3007	ego
N3008	(2h)alt.ego
N3009	bigot, greedy, self centered, self involved, selfish, show off
N3010	any+one–pl–arc
N3011	#asl
N3012	clever
N3013	#cc
N3014	pass
N3015	stoplight
N3016	think+faith
N3017	bat
N3018	pencil+
N3019	think+pass–out
N3020	addicted
N3021	bird+
N3022	chicken
N3023	red+blush
N3024	red++blush
N3025	seat–belt
N3026	can
N3027	thirteen
N3028	also
N3029	deaf–applause
N3030	take–break
N3031	east
N3032	new_york
N3033	fifth–place
N3034	to type
N3035	air
N3036	ping–pong/tennis
N3037	ping–pong_2
N3038	head–cold+runny–nose
N3039	stray/deviate
N3040	sixty–six
N3041	paper+square
N3042	paper++square
N3043	(s)baseball
N3044	lead+agent
N3045	poster
N3046	father+law
N3047	expert
N3048	pei–pei
N3049	awesome, dislike each other, fluent, hate, miserable, phenomenal, talented
N3050	follow
N3051	candy
N3052	candy+
N3053	big–headed
N3054	soon+
N3055	spoon
N3056	go–by–boat
N3057	allergy
N3058	take–off
N3059	vegetable
N3060	plenty
N3061	think+(2h)pass–out
N3062	same
N3063	(2h)same_2
N3064	(2h)same+
N3065	i:same–1p
N3066	first–in–list
N3067	(nd–1)first–in–list
N3068	first–in–list+
N3069	overwhelmed
N3070	ruin
N3071	war
N3072	royal
N3073	two–hours
N3074	girl+baby
N3075	girl++baby
N3076	telescope
N3077	convince
N3078	good/thank–you
N3079	(1h)good/thank–you
N3080	million/billion
N3081	million/billion+
N3082	nervy
N3083	river+water+river
N3084	relative
N3085	(r)relative
N3086	medical–patient
N3087	good+enough
N3088	cherry
N3089	stripes
N3090	(4)stripes
N3091	past+year
N3092	slipper
N3093	want+neg
N3094	beach_3
N3095	keep–in–mind
N3096	keep–in–mind+
N3097	cigar
N3098	(2h)alt.engineering+agent
N3099	honeymoon
N3100	snob
N3101	(1)snob
N3102	snob+
N3103	mr
N3104	all–day
N3105	spider
N3106	like
N3107	under
N3108	credit–card
N3109	brother+law
N3110	cooking
N3111	whisper_2
N3112	self–1p+confident
N3113	hunting
N3114	(u–l)hunting
N3115	willing
N3116	check
N3117	(x–over–thumb)check++
N3118	this–place
N3119	(1h)this–place
N3120	culture
N3121	halloween_2
N3122	halloween_2+
N3123	racoon
N3124	plus
N3125	fs–jellyfish
N3126	break–down
N3127	corn_3
N3128	fs–i+phone
N3129	thousand
N3130	lutheran+agent
N3131	lutheran++agent
N3132	play+agent
N3133	fs–checkers
N3134	#lab
